ID,Ref.,Cit.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
128,[17],"[17] H.B. Wang, L.X. Ma, L. Li, B. Zhang, Fabrication of Fe-based bulk metallic glasses from low-purity industrial raw materials, J. Alloys Compd. 629(2015) 1–4. https://doi.org/10.1016/j.jallcom.2014.11.228.",(Fe71.2B24Y4.8)96Nb1Ti3 ,3,1258.4,1522.14,300,none,24226.3,18.04712335,-26475,-0.891345857,0.70934,M3B4_D7B,13.555,M3B4_D7B,0.11917616,0.210018399,6.5576,1.8395752,0.17348292,0.68352,0,0.2304,0,0.01,0,0.04608,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,5,0.723468808,0.692224633,0.68411407,0.683568271,0.683521294,21.88064,36,7.778598912,41,5,26,56.76536,60,7.020122112,72,12,55,47.33601552,82.09538,16.83072715,92.90638,10.811,55.845,1934.80184,1231,206.7056753,2750,1519,1811,8.8616,10,1.90697472,13,3,8,3.59528,3,0.735105024,5,2,4,124.14344,106,18.49809715,190,84,132,1.8395752,0.82,0.092355748,2.04,1.22,1.83,1.99,1,0.0198,2,1,2,0.2304,1,0.35463168,1,0,0,4.3372,6,2.312882112,6,0,6,0,0,0,0,0,0,6.5576,5,1.998362496,8,3,8,0.01,1,0.0198,1,0,0,1.152,5,1.7731584,5,0,0,3.3588,9,1.54773504,9,0,4,0,0,0,0,0,0,4.5208,5,0.711954432,9,4,4,10.97452039,25.1925,2.115456193,32.365,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.442689541,2.1106628,0.913146164,2.1106628,0,2.1106628,212.512,63,23.13879552,229,166,229,0.303464682,0.035134805,0.661400512,0,0,0.154730696,0.014440559
129,[17],"[17] H.B. Wang, L.X. Ma, L. Li, B. Zhang, Fabrication of Fe-based bulk metallic glasses from low-purity industrial raw materials, J. Alloys Compd. 629(2015) 1–4. https://doi.org/10.1016/j.jallcom.2014.11.228.",(Fe71.2B24Y4.8)96Nb2Ti2,6,1269.47,1654.75,300,none,29306.5,21.15727759,-26730.3,-0.896578338,0.97158,M3B4_D7B,13.652,M3B4_D7B,0.11931616,0.210695986,6.5376,1.8400752,0.172717973,0.68352,0,0.2304,0,0.02,0,0.04608,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,5,0.723330572,0.692216286,0.684114054,0.683568271,0.683521294,22.04064,36,7.852326912,41,5,26,56.71536,60,7.043162112,72,12,55,47.71569887,82.09538,17.00568524,92.90638,10.811,55.845,1947.11184,1231,216.8447905,2750,1519,1811,8.8416,10,1.91619072,13,3,8,3.60528,3,0.739713024,5,2,4,124.39344,106,18.61329715,190,84,132,1.8400752,0.82,0.092125348,2.04,1.22,1.83,1.98,1,0.0392,2,1,2,0.2304,1,0.35463168,1,0,0,4.3272,6,2.313696512,6,0,6,0,0,0,0,0,0,6.5376,5,2.017655296,8,3,8,0.02,1,0.0392,1,0,0,1.152,5,1.7731584,5,0,0,3.3688,9,1.55234304,9,0,4,0,0,0,0,0,0,4.5408,5,0.739295232,9,4,4,11.05144452,25.1925,2.249399492,32.365,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.442686439,2.1106628,0.913150404,2.1106628,0,2.1106628,212.632,63,23.20515072,229,166,229,0.302863436,0.035242291,0.661894273,0,0,0.154730696,0.014312136
130,[17],"[17] H.B. Wang, L.X. Ma, L. Li, B. Zhang, Fabrication of Fe-based bulk metallic glasses from low-purity industrial raw materials, J. Alloys Compd. 629(2015) 1–4. https://doi.org/10.1016/j.jallcom.2014.11.228.",(Fe71.2B24Y4.8)96Nb3Ti1 ,3,1271.63,1746.96,300,none,26632.6,18.19591583,-26985.3,-0.891345857,1.1491,M3B4_D7B,13.746,M3B4_D7B,0.11945616,0.211361457,6.5176,1.8405752,0.17194817,0.68352,0,0.2304,0,0.03,0,0.04608,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,5,0.723468808,0.692224633,0.68411407,0.683568271,0.683521294,22.20064,36,7.926054912,41,5,26,56.66536,60,7.066202112,72,12,55,48.09538222,82.09538,17.18064333,92.90638,10.811,55.845,1959.42184,1231,226.4915057,2750,1519,1811,8.8216,10,1.92540672,13,3,8,3.61528,3,0.744321024,5,2,4,124.64344,106,18.72849715,190,84,132,1.8405752,0.82,0.091894948,2.04,1.22,1.83,1.97,1,0.0582,2,1,2,0.2304,1,0.35463168,1,0,0,4.3172,6,2.314110912,6,0,6,0,0,0,0,0,0,6.5176,5,2.036148096,8,3,8,0.03,1,0.0582,1,0,0,1.152,5,1.7731584,5,0,0,3.3788,9,1.55695104,9,0,4,0,0,0,0,0,0,4.5608,5,0.766636032,9,4,4,11.12836866,25.1925,2.380265824,32.365,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.442683338,2.1106628,0.913154643,2.1106628,0,2.1106628,212.752,63,23.27150592,229,166,229,0.3022585,0.035350436,0.662391064,0,0,0.154730696,0.014183464
131,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe71.2B24Y4.8)96Nb4,3,1267.67,1821.13,300,none,32628.1,22.02212793,-27240.2,-0.868852451,1.2988,M3B4_D7B,13.835,M3B4_D7B,0.11959616,0.212014989,6.4976,1.8410752,0.171173444,0.68352,0,0.2304,0,0.04,0,0.04608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.723883359,0.692249675,0.684114141,0.683568271,0.683521294,22.36064,36,7.999782912,41,5,26,56.61536,60,7.089242112,72,12,55,48.47506557,82.09538,17.35560141,92.90638,10.811,55.845,1971.73184,951,235.6458209,2750,1799,1811,8.8016,10,1.93462272,13,3,8,3.62528,3,0.748929024,5,2,4,124.89344,106,18.84369715,190,84,132,1.8410752,0.82,0.091664548,2.04,1.22,1.83,1.96,1,0.0768,2,1,2,0.2304,1,0.35463168,1,0,0,4.3072,6,2.314125312,6,0,6,0,0,0,0,0,0,6.4976,5,2.053840896,8,3,8,0.04,1,0.0768,1,0,0,1.152,5,1.7731584,5,0,0,3.3888,9,1.56155904,9,0,4,0,0,0,0,0,0,4.5808,5,0.793976832,9,4,4,11.2052928,25.1925,2.508055192,32.365,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.442680237,2.1106628,0.913158883,2.1106628,0,2.1106628,212.872,63,23.33786112,229,166,229,0.30164984,0.035459246,0.662890914,0,0,0.154730696,0.014054542
132,[24],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe80P9C8B2Si1,1.5,1222.0499,1594.6865,1310,FCC_L12,24677.265,17.33159344,-13130.228,-0.721580399,0.29098,FCC_L12#1,0.21072,FCC_L12#1,0.12014,0.137684994,7.27,1.9249,0.21227574,0.8,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,5,0.809320703,0.800650513,0.800004485,0.800000037,0.8,22.87,21,5.008,26,5,26,59.85,28,7.76,83,55,55,48.92156958,45.034,11.07748867,55.845,10.811,55.845,1847.027,3505.7,336.1946,3823,317.3,1811,9.27,7,2.032,15,8,8,3.7,2,0.48,4,2,4,124.1,56,12.64,132,76,132,1.9249,0.72,0.152338,2.55,1.83,1.83,2,0,0,2,2,2,0.47,3,0.752,3,0,0,4.8,6,1.92,6,0,6,0,0,0,0,0,0,7.27,5,1.168,8,3,8,0,0,0,0,0,0,0.73,5,1.168,5,0,0,3.2,4,1.28,4,0,4,0,0,0,0,0,0,3.93,2,0.1674,5,3,4,11.41437143,16.9302381,2.188568571,22.5702381,5.64,10.73,0.54414,4.496,0.870624,4.496,0,0,1.68853024,2.1106628,0.675412096,2.1106628,0,2.1106628,204.49,227,39.6662,229,2,229,0.275103164,0.064649243,0.660247593,0,0,0.121553261,0.021400616
133,[24],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe79Sn1P9C8B2Si1 ,3,1182.8999,1566.9765,1218,FCC_L12,25674.965,18.63590255,-12891.728,-0.775337904,0.31084,FCC_L12#1,0.27558,FCC_L12#1,0.12048,0.141445953,7.23,1.9262,0.212088566,0.79,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.01,0,0,6,0.799499844,0.790667598,0.790004716,0.79000004,0.79,23.11,45,5.104,50,5,26,60.1,28,8.058,83,55,55,49.55021958,107.899,11.32894867,118.71,10.811,55.845,1833.9678,3505.7,338.80644,3823,317.3,1811,9.33,7,2.1014,15,8,8,3.71,3,0.484,5,2,4,124.17,63,12.668,139,76,132,1.9262,0.72,0.15252,2.55,1.83,1.83,2,0,0,2,2,2,0.49,3,0.7742,3,0,0,4.84,10,1.936,10,0,6,0,0,0,0,0,0,7.33,11,1.192,14,3,8,0,0,0,0,0,0,0.77,5,1.2166,5,0,0,3.16,4,1.3272,4,0,4,0,0,0,0,0,0,3.93,2,0.1674,5,3,4,11.63992143,27.645,2.576360143,33.285,5.64,10.73,0.54414,4.496,0.870624,4.496,0,0,1.667423612,2.1106628,0.700317917,2.1106628,0,2.1106628,203.61,227,40.584,229,2,229,0.272851296,0.066848568,0.660300136,0,0,0.121553261,0.02136855
134,[24],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe78Sn2P9C8B2Si1 ,3.5,1182.8599,1539.0465,1131,FCC_L12,25184.365,18.62969226,-12646.128,-0.815105879,0.29106,FCC_L12#1,0.35272,BCC_B2#1,0.12082,0.145013167,7.19,1.9275,0.211893251,0.78,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.02,0,0,6,0.789810104,0.780688631,0.780004965,0.780000044,0.78,23.35,45,5.2,50,5,26,60.35,28,8.346,83,55,55,50.17886958,107.899,11.58040867,118.71,10.811,55.845,1820.9086,3505.7,341.41828,3823,317.3,1811,9.39,7,2.1684,15,8,8,3.72,3,0.488,5,2,4,124.24,63,12.696,139,76,132,1.9275,0.72,0.15265,2.55,1.83,1.83,2,0,0,2,2,2,0.51,3,0.7956,3,0,0,4.88,10,1.952,10,0,6,0,0,0,0,0,0,7.39,11,1.216,14,3,8,0,0,0,0,0,0,0.81,5,1.2636,5,0,0,3.12,4,1.3728,4,0,4,0,0,0,0,0,0,3.93,2,0.1674,5,3,4,11.86547143,27.645,2.955129714,33.285,5.64,10.73,0.54414,4.496,0.870624,4.496,0,0,1.646316984,2.1106628,0.724379473,2.1106628,0,2.1106628,202.73,227,41.4666,229,2,229,0.270635995,0.069012179,0.660351827,0,0,0.121553261,0.021334797
135,[24],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe77Sn3P9C8B2Si1,1.5,1182.8199,1511.1165,1046,FCC_L12,24703.765,18.56586713,-12394.028,-0.849513164,0.27293,BCC_B2#1,0.46182,BCC_B2#1,0.12116,0.148402025,7.15,1.9288,0.211689773,0.77,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.03,0,0,6,0.780256368,0.770717272,0.770005239,0.770000047,0.77,23.59,45,5.296,50,5,26,60.6,28,8.624,83,55,55,50.80751958,107.899,11.83186867,118.71,10.811,55.845,1807.8494,3505.7,348.882044,3823,317.3,1811,9.45,7,2.233,15,8,8,3.73,3,0.492,5,2,4,124.31,63,12.724,139,76,132,1.9288,0.72,0.152728,2.55,1.83,1.83,2,0,0,2,2,2,0.53,3,0.8162,3,0,0,4.92,10,1.968,10,0,6,0,0,0,0,0,0,7.45,11,1.24,14,3,8,0,0,0,0,0,0,0.85,5,1.309,5,0,0,3.08,4,1.4168,4,0,4,0,0,0,0,0,0,3.93,2,0.1674,5,3,4,12.09102143,27.645,3.324877286,33.285,5.64,10.73,0.54414,4.496,0.870624,4.496,0,0,1.625210356,2.1106628,0.747596764,2.1106628,0,2.1106628,201.85,227,42.314,229,2,229,0.268456376,0.07114094,0.660402685,0,0,0.121553261,0.021299358
136,[25],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe68Nb4Y6B22 ,5,1267.67,1801,300,none,29821.8,20.11970485,-26782,-0.892918264,1.2599,M3B4_D7B,13.525,M3B4_D7B,0.12084,0.214831567,6.48,1.8304,0.184780518,0.68,0,0.22,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.7183314,0.687788199,0.680482206,0.68003604,0.680000854,22.76,36,7.8144,41,5,26,55.84,60,7.1104,72,12,55,49.4036262,82.09538,16.98075553,92.90638,10.811,55.845,1965.98,951,230.8104,2750,1799,1811,8.68,10,1.9008,13,3,8,3.66,3,0.7304,5,2,4,126.2,106,18.568,190,84,132,1.8304,0.82,0.092224,2.04,1.22,1.83,1.96,1,0.0768,2,1,2,0.22,1,0.3432,1,0,0,4.3,6,2.312,6,0,6,0,0,0,0,0,0,6.48,5,2.0672,8,3,8,0.04,1,0.0768,1,0,0,1.1,5,1.716,5,0,0,3.5,9,1.54,9,0,4,0,0,0,0,0,0,4.64,5,0.8704,9,4,4,11.54345,25.1925,3.02951,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.435250704,2.1106628,0.918560451,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.302469136,0.033950617,0.663580247,0,0,0.154730696,0.01633037
137,[25],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe66Cr2Nb4Y6B22 ,5,1274,1801.68,300,none,34915.7,24.11543301,-27099.3,-0.98314843,1.2407,M3B4_D7B,13.617,M3B4_D7B,0.12088,0.21486421,6.44,1.827,0.186314251,0.66,0,0.22,0,0.04,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.699714227,0.668264611,0.660543246,0.660043109,0.660001118,22.72,36,7.7968,41,5,26,55.72,60,7.1632,72,12,55,49.3266482,82.09538,16.94688521,92.90638,10.811,55.845,1973.36,951,235.2384,2750,1799,1811,8.64,10,1.9184,13,3,8,3.66,3,0.7304,5,2,4,126.34,106,18.6296,190,84,132,1.827,0.82,0.09768,2.04,1.22,1.83,1.94,1,0.1128,2,1,2,0.22,1,0.3432,1,0,0,4.28,6,2.2992,6,0,6,0,0,0,0,0,0,6.44,5,2.0592,8,3,8,0.06,1,0.1128,1,0,0,1.1,5,1.716,5,0,0,3.52,9,1.5488,9,0,4,0,0,0,0,0,0,4.68,5,0.8976,9,4,4,11.55265,25.1925,3.02767,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.393037448,2.1106628,0.947265465,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.301242236,0.034161491,0.664596273,0,0,0.154730696,0.016616571
138,[25],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe64Cr4Nb4Y6B22 ,5,1272.67,1801.84,300,none,36483.4,25.29953606,-27398.1,-1.045046556,1.2457,M3B4_D7B,13.702,M3B4_D7B,0.12092,0.214896273,6.4,1.8236,0.187773907,0.64,0,0.22,0,0.04,0,0.06,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.681762422,0.648823117,0.640614351,0.640051848,0.640001474,22.68,36,7.7792,41,5,26,55.6,60,7.216,72,12,55,49.2496702,82.09538,16.91301489,92.90638,10.811,55.845,1980.74,951,239.076,2750,1799,1811,8.6,10,1.936,13,3,8,3.66,3,0.7304,5,2,4,126.48,106,18.6912,190,84,132,1.8236,0.82,0.103408,2.04,1.22,1.83,1.92,1,0.1472,2,1,2,0.22,1,0.3432,1,0,0,4.26,6,2.2864,6,0,6,0,0,0,0,0,0,6.4,5,2.048,8,3,8,0.08,1,0.1472,1,0,0,1.1,5,1.716,5,0,0,3.54,9,1.5576,9,0,4,0,0,0,0,0,0,4.72,5,0.9216,9,4,4,11.56185,25.1925,3.02583,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.350824192,2.1106628,0.972593418,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.3,0.034375,0.665625,0,0,0.154730696,0.016891255
139,[25],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe62Cr6Nb4Y6B22,4,1270.36,1801.47,300,none,36968,25.63929027,-27678.3,-1.095854617,1.253,M3B4_D7B,13.78,M3B4_D7B,0.12096,0.214927757,6.36,1.8202,0.189161201,0.62,0,0.22,0,0.04,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.664529909,0.62951672,0.620698221,0.620062731,0.620001962,22.64,36,7.7616,41,5,26,55.48,60,7.2688,72,12,55,49.1726922,82.09538,16.87914457,92.90638,10.811,55.845,1988.12,951,242.3232,2750,1799,1811,8.56,10,1.9536,13,3,8,3.66,3,0.7304,5,2,4,126.62,106,18.7528,190,84,132,1.8202,0.82,0.108864,2.04,1.22,1.83,1.9,1,0.18,2,1,2,0.22,1,0.3432,1,0,0,4.24,6,2.2736,6,0,6,0,0,0,0,0,0,6.36,5,2.0336,8,3,8,0.1,1,0.18,1,0,0,1.1,5,1.716,5,0,0,3.56,9,1.5664,9,0,4,0,0,0,0,0,0,4.76,5,0.9424,9,4,4,11.57105,25.1925,3.02399,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.308610936,2.1106628,0.994544311,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.298742138,0.034591195,0.666666667,0,0,0.154730696,0.01715442
140,[26],"[25] J.W. Li, D. Estévez, K.M. Jiang, W.M. Yang, Q.K. Man, C.T. Chang, X.M. Wang, Electronic-structure origin of the glass-forming ability and magnetic properties in Fe–RE–B–Nb bulk metallic glasses, J. Alloys Compd. 617 (2014) 332–336. https://doi.org/10.1016/j.jallcom.2014.07.222.",(Fe0.71Er0.05B0.24)96Nb4 ,5.5,1420.73288,1812.5364,300,none,21301.976,13.31009872,-25357.36512,-0.8739883,0.79159,M3B4_D7B,13.795,M3B4_D7B,0.119504,0.20959428,6.488,1.840864,0.16990413,0.6816,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,4,0.722195763,0.690386907,0.682200893,0.681649093,0.681601328,23.7776,63,8.65271808,68,5,26,57.6368,37,6.61856256,72,35,55,52.2994936,156.448,19.11789785,167.259,10.811,55.845,1970.3168,980,236.4110746,2750,1770,1811,8.792,10,1.9390464,13,3,8,3.6752,4,0.77193216,6,2,4,124.9568,105,18.87289344,189,84,132,1.840864,0.8,0.091761869,2.04,1.24,1.83,1.96,1,0.0768,2,1,2,0.2304,1,0.35463168,1,0,0,4.2496,6,2.38614528,6,0,6,0.576,12,1.096704,12,0,0,7.016,11,2.0118528,14,3,8,0.04,1,0.0768,1,0,0,1.152,5,1.7731584,5,0,0,2.9664,6,1.65169152,6,0,4,0.096,2,0.182784,2,0,0,4.2544,5,0.56322048,7,2,4,11.161392,23.4125,2.426155008,30.585,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.438627764,2.1106628,0.91611816,2.1106628,0,2.1106628,212.8048,63,23.37291264,229,166,229,0.27936146,0.032839225,0.605701254,0.082098062,0,0.147856211,0.013877359
141,[76] ,"[76] D.R. Maddala, R.J. Hebert, Sliding wear behavior of Fe50?xCr15Mo14C15B6Erx (x=0, 1, 2at%) bulk metallic glass, Wear. 294–295 (2012) 246–256. https://doi.org/10.1016/j.wear.2012.06.007.",Fe50Cr15Mo14C15B6,2,1379.81,1596.25,500,BCC_B2,24833.2,17.031787,-25926.4,-1.359770029,0.31322,M2B_C16,6.2457,MOB_BG,0.11919,0.183829086,6.52,1.9713,0.282880381,0.5,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0,5,0.564092191,0.512625192,0.500658853,0.500040896,0.500000739,23.68,37,7.5456,42,5,26,57.72,28,7.4976,77,49,55,51.60658,85.149,16.7742336,95.96,10.811,55.845,2352.27,2012,593.4634,3823,1811,1811,8.62,8,2.1396,14,6,8,3.72,3,0.7224,5,2,4,124.85,78,19.557,154,76,132,1.9713,0.89,0.23469,2.55,1.66,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.45,6,1.869,6,0,6,0,0,0,0,0,0,6.52,5,1.48,8,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.45,5,1.449,5,0,4,0,0,0,0,0,0,4.64,2,0.832,6,4,4,10.51645,10.05,1.864209,15.69,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.0553314,2.1106628,1.0553314,2.1106628,0,2.1106628,219.97,63,14.2674,229,166,229,0.262269939,0.055214724,0.682515337,0,0,0.179650656,0.037758572
142,[27],"[26] F. Zhai, E. Pineda, M.J. Duarte, D. Crespo, Role of Nb in glass formation of Fe–Cr–Mo–C–B–Nb BMGs, J. Alloys Compd. 604 (2014) 157–163. https://doi.org/10.1016/j.jallcom.2014.03.095.",Fe48Cr15Mo14C15B6Nb2,2,1396.23,1962.9,456,BCC_B2,40591,25.68924415,-26973.7,-1.443742103,1.6022,FCC_L12#1,13.309,FCC_L12#1,0.11955,0.185682702,6.46,1.9667,0.286981027,0.48,0,0.06,0,0.02,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0,6,0.546808925,0.493666786,0.480775269,0.480052242,0.480001067,23.98,37,7.6716,42,5,26,57.56,30,7.5648,77,47,55,52.3478076,85.149,17.19106147,95.96,10.811,55.845,2371.05,2012,597.729,3823,1811,1811,8.56,9,2.1648,14,5,8,3.74,3,0.7308,5,2,4,125.49,88,19.8258,164,76,132,1.9667,0.95,0.23791,2.55,1.6,1.83,1.69,1,0.4278,2,1,2,0.36,2,0.5688,2,0,0,4.41,6,1.8686,6,0,6,0,0,0,0,0,0,6.46,5,1.4784,8,3,8,0.31,1,0.4278,1,0,0,0.9,5,1.422,5,0,0,3.49,6,1.4658,6,0,4,0,0,0,0,0,0,4.7,3,0.882,7,4,4,10.66545,12.54,1.926789,18.18,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.013118144,2.1106628,1.05364287,2.1106628,0,2.1106628,219.97,63,14.2674,229,166,229,0.261609907,0.055727554,0.682662539,0,0,0.201982698,0.038814547
