ID,Ref.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
169,[31],(Fe0.72Dy0.04B0.24)96Nb4 ,4.5,1422.802064,1812.951984,300,none,21275.28032,13.29031692,-25325.23843,-0.847418599,0.78633,M3B4_D7B,13.795,M3B4_D7B,0.1190816,0.205976022,6.536,1.84576,0.162224851,0.6912,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,0,0,0,0
170,[31],(Fe0.75Dy0.05B0.24)96Nb4 ,5.5,1421.10008,1810.87176,300,none,21323.0912,13.33027462,-25357.5288,-0.8739883,0.79066,M3B4_D7B,13.795,M3B4_D7B,0.119552,0.210421384,6.488,1.839904,0.173318639,0.6816,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0
171,[31],(Fe0.70Dy0.06B0.24)96Nb4 ,4.5,1419.398096,1808.23416,300,none,21362.24864,13.36479565,-25396.20374,-0.898489776,0.79499,M3B4_D7B,13.795,M3B4_D7B,0.1200224,0.214632732,6.44,1.834048,0.183557113,0.672,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0,0
172,[31],(Fe0.69Dy0.07B0.24)96Nb4,3,1417.696112,1805.09064,300,none,21395.61344,13.39468792,-25440.9744,-0.921246613,0.79933,M3B4_D7B,13.795,M3B4_D7B,0.1204928,0.218626462,6.392,1.828192,0.193076387,0.6624,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0672,0,0,0,0,0,0,0,0
173,[32],Fe63Co7Nb4Zr6B19Si1,2,1501.56,2782.69,300,none,73966.2,36.5207257,-29554.6,-1.136380849,2.3094,MB2_C32,20.491,MB2_C32,0.12076,0.184480337,6.72,1.8349,0.160296569,0.63,0.07,0.19,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,[33],Fe80P13C7,2,1448.7043,1645.7216,1627,FCC_L12,18644.026,11.92868366,-9932.806,-0.629891751,0.15432,FCC_L12#1,0.03663,FCC_L12#1,0.12079,0.126101001,7.33,1.9272,0.209017128,0.8,0,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
175,[33],Fe75Co5P13C7,2.3,1422.3243,1634.3716,1611,FCC_L12,19027.826,12.29316595,-10449.396,-0.816925078,0.16848,FCC_L12#1,0.039991,FCC_L12#1,0.12079,0.126101001,7.38,1.9297,0.208136758,0.75,0.05,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
176,[33],Fe70Co10P13C7,2.5,1400.4443,1624.3316,1597,FCC_L12,19307.626,12.58061184,-10905.526,-0.93130788,0.18033,FCC_L12#1,0.042931,FCC_L12#1,0.12079,0.126101001,7.43,1.9322,0.207222489,0.7,0.1,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
177,[33],Fe65Co15P13C7,2,1382.7243,1615.5816,1585,FCC_L12,19497.526,12.79754573,-11301.166,-1.015953803,0.18981,FCC_L12#1,0.045394,FCC_L12#1,0.12079,0.126101001,7.48,1.9347,0.206273871,0.65,0.15,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
178,[33],Fe60Co20P13C7,1.8,1369.5843,1608.0816,1576,FCC_L12,19574.726,12.92531426,-11636.276,-1.079759867,0.19629,FCC_L12#1,0.046681,FCC_L12#1,0.12079,0.126101001,7.53,1.9372,0.205290428,0.6,0.2,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
179,[34],(Fe0.76Si0.09B0.1P0.05)98.25Nb1Cu0.75,2.5,1459.042574,1537.456007,850.174,BCC_B2,17914.48816,12.02326293,-22878.87231,-0.891350179,0.059392,BCC_B2#1,2.532,M3B4_D7B,0.11958646,0.139013208,7.00022,1.8727527,0.099362567,0.7467,0,0.09825,0.08843,0.01,0,0,0,0,0,0.04913,0,0,0,0,0,0,0,0,0.0075,0,0,0
180,[34],(Fe0.76Si0.09B0.1P0.05)98.5Nb1Cu0.5,2.5,1460.033668,1537.00063,847.15,BCC_B2,17815.12548,11.95452246,-23081.71612,-0.880682469,0.058115,BCC_B2#1,2.5529,M3B4_D7B,0.1195661,0.139173433,6.99015,1.8726705,0.099467399,0.7486,0,0.0985,0.08865,0.01,0,0,0,0,0,0.04925,0,0,0,0,0,0,0,0,0.005,0,0,0
181,[34],(Fe0.76Si0.09B0.1P0.05)98Nb1Cu1,1,1458.04639,1537.89375,853.249,BCC_B2,18012.0101,12.09084746,-22675.95595,-0.901127643,0.060661,BCC_B2#1,2.5109,M3B4_D7B,0.1196048,0.138853314,7.0102,1.872794,0.099252474,0.7448,0,0.098,0.0882,0.01,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0.01,0,0,0
182,[34],Fe61.5Co10B13.5Si10Nb4Cu1,1.5,1377.41,1772.81,583,BCC_B2,31276.8,20.71801178,-28584.9,-1.204630423,0.90693,M3B4_D7B,6.1456,M3B4_D7B,0.11936,0.155258088,6.935,1.86185,0.088566797,0.615,0.1,0.135,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
183,[34],(Fe0.76Si0.096B0.084P0.06)99.9Cu0.1,2.5,1464.106053,1560.791766,954.7153,BCC_B2,17916.88645,11.93033199,-22837.58847,-0.817503941,0.071706,BCC_B2#1,0.69328,M2B_C16,0.11963128,0.132586483,7.01998,1.8759846,0.09914294,0.75924,0,0.08392,0.0959,0,0,0,0,0,0,0.05994,0,0,0,0,0,0,0,0,1.00E-03,0,0,0
184,[34],Fe75.3C7Si3.3B5P8.7Cu0.7,1,1241.42257,1514.98317,956,FCC_L12,21738.7617,15.8494638,-18172.9251,-0.909298218,0.22091,FCC_L12#1,0.637,BCC_B2#1,0.118629,0.148365856,7.098,1.92502,0.202324985,0.753,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0.007,0,0,0
185,[34],Fe72.5Si10B12.5Nb4Cu1,0.5,1482.25,1782.45,703,BCC_B2,29017.1,18.52080729,-26429.8,-0.898143564,0.66894,M3B4_D7B,4.869,M3B4_D7B,0.11986,0.150825114,6.885,1.85475,0.086919143,0.725,0,0.125,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
186,[35],(Co0.5Fe0.5)62Nb6Y2B30 ,3,1021.63,2114.77,300,none,57323.69,39.59489726,-36619.2,-1.334370393,2.6894,M3B4_D7B,13.65,M3B4_D7B,0.11512,0.2227607,6.53,1.8825,0.147867339,0.31,0.31,0.3,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,[35],(Co0.5Fe0.5)62Nb6Dy2B30,3,1200.3112,2123.4754,300,none,52165.96,33.89417432,-35335.63822,-1.334370393,1.8578,M3B4_D7B,15.072,M3B4_D7B,0.11504,0.221202789,6.53,1.8829,0.146091033,0.31,0.31,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
188,[35],(Co0.5Fe0.5)62Nb6Er2B30,3,1200.4642,2123.2598,300,none,52197.032,33.91684508,-35336.34924,-1.334370393,1.8572,M3B4_D7B,15.072,M3B4_D7B,0.11506,0.221583688,6.53,1.8825,0.147867339,0.31,0.31,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
189,[36],Fe75Ni5P13C7 ,2.5,1407.2743,1626.8716,1600,FCC_L12,19220.626,12.49730414,-10223.846,-0.816925078,0.1736,FCC_L12#1,0.041989,FCC_L12#1,0.12079,0.126101001,7.43,1.9312,0.20788112,0.75,0,0,0,0,0.05,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
190,[36],Fe70Ni10P13C7,2.4,1369.5943,1609.1616,1576,FCC_L12,19749.326,13.03627372,-10537.336,-0.93130788,0.19234,FCC_L12#1,0.046456,FCC_L12#1,0.12079,0.126101001,7.53,1.9352,0.206661462,0.7,0,0,0,0,0.1,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
191,[36],Fe65Ni15P13C7,2.4,1372.4943,1593.4516,1554,FCC_L12,19388.726,12.9325748,-10863.766,-1.015953803,0.18081,FCC_L12#1,0.051185,FCC_L12#1,0.12079,0.126101001,7.63,1.9392,0.205356665,0.65,0,0,0,0,0.15,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
192,[36],Fe60Ni20P13C7  ,2.3,1381.2643,1580.4316,1536,FCC_L12,19026.626,12.78212176,-11193.596,-1.079759867,0.16687,FCC_L12#1,0.055346,FCC_L12#1,0.12079,0.126101001,7.73,1.9432,0.203965095,0.6,0,0,0,0,0.2,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
193,[36],Fe55Ni25P13C7,2,1392.1543,1570.5016,1551,HCP_A3,18741.426,12.64101073,-11517.276,-1.126760851,0.15365,FCC_L12#1,0.040061,FCC_L12#1,0.12079,0.126101001,7.83,1.9472,0.202484962,0.55,0,0,0,0,0.25,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
194,[36],Fe50Ni30P13C7,1.8,1405.0243,1563.6816,1578,HCP_A3,18512.626,12.49971762,-11825.286,-1.159142342,0.14107,FCC_L12#1,0.018985,FCC_L12#1,0.12079,0.126101001,7.93,1.9512,0.20091431,0.5,0,0,0,0,0.3,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
195,[37],Fe65Ni5Mo5P10C10B5,3,1237.651,1438.039,670,FCC_L12,20121,15.19642013,-18827.96,-1.189885755,0.17254,FCC_L12#1,2.9071,MOB_BG,0.11815,0.163359894,7.05,1.969,0.231190398,0.65,0,0.05,0,0,0.05,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
196,[37],Fe55Ni15Mo5P10C10B5,3,1245.731,1404.619,697,FCC_L12,19889,15.04987684,-19182.56,-1.373468594,0.1623,MOB_BG,2.7814,MOB_BG,0.11815,0.163359894,7.25,1.977,0.22759833,0.55,0,0.05,0,0,0.15,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
197,[37],Fe55Co10Ni5Mo5P10C10B5,4,1207.331,1408.839,576,FCC_L12,20532.1,15.77946228,-19958.56,-1.468945719,0.19494,SIGMA,3.4623,MOB_BG,0.11815,0.163359894,7.15,1.974,0.228656948,0.55,0.1,0.05,0,0,0.05,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
198,[37],Fe69Cr2Mo5P12C10B2,3,1241.6832,1516.97,1111,FCC_L12,21286.512,15.51996198,-16464.004,-1.046991608,0.23053,FCC_L12#1,0.37053,FCC_L12#1,0.11913,0.152864906,7,1.9625,0.23820317,0.69,0,0.02,0,0,0,0,0,0.02,0.05,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
199,[38],(Fe0.76Si0.09B0.1P0.05)99Nb1,3.5,1461.960945,1535.96771,842.0505,BCC_B2,17611.40895,11.81383414,-23491.99944,-0.853280443,0.055533,BCC_B2#1,2.582,M3B4_D7B,0.1195274,0.139492464,6.9701,1.872547,0.099681707,0.7524,0,0.099,0.0891,0.01,0,0,0,0,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0
200,[38],(Fe0.76Si0.09B0.1P0.05)98.75Nb1Cu0.25 ,3,1460.999852,1536.503227,845.07462,BCC_B2,17714.18157,11.88470588,-23285.84452,-0.868720427,0.056836,BCC_B2#1,2.567,M3B4_D7B,0.11954674,0.139333189,6.98013,1.8726102,0.09957714,0.7505,0,0.09875,0.08887,0.01,0,0,0,0,0,0.04938,0,0,0,0,0,0,0,0,0.0025,0,0,0
201,[39],Fe75.5C6.0Si3.3B5.5P8.7Cu1.0,1,1241.67257,1528.36317,941,FCC_L12,22209.0617,16.06941585,-17643.6251,-0.911574773,0.23181,BCC_B2#1,0.68421,BCC_B2#1,0.118886,0.145937763,7.122,1.91908,0.192562077,0.755,0,0.055,0.033,0,0,0,0,0,0,0.087,0.06,0,0,0,0,0,0,0,0.01,0,0,0
202,[39],Fe74.5C6.0Si3.3B5.5P8.7Cu1.0Al1 ,2,1251.65257,1530.47317,957,FCC_L12,22129.3617,15.93096331,-18247.9251,-0.96474958,0.23616,BCC_B2#1,0.6877,BCC_B2#1,0.119036,0.146950177,7.072,1.91688,0.194810846,0.745,0,0.055,0.033,0,0,0,0,0,0,0.087,0.06,0,0.01,0,0,0,0,0,0.01,0,0,0
203,[40],Fe77Al3P11C9,2,1424.7621,1625.509,1592,FCC_L12,18251.623,11.85548016,-13313.478,-0.765962951,0.15144,FCC_L12#1,0.037497,FCC_L12#1,0.12078,0.137288165,7.16,1.9278,0.229780678,0.77,0,0,0,0,0,0,0,0,0,0.11,0.09,0,0.03,0,0,0,0,0,0,0,0,0
204,[40],Fe77Al3P10C9B1,2.5,1233.611,1610.839,1460,FCC_L12,25305.5,17.37565259,-13972.26,-0.799472921,0.30852,BCC_B2#1,0.11268,FCC_L12#1,0.12056,0.14098091,7.14,1.9263,0.228550454,0.77,0,0.01,0,0,0,0,0,0,0,0.1,0.09,0,0.03,0,0,0,0,0,0,0,0,0
205,[40],Fe77Al3P9C9B2,3,1239.4299,1595.6965,1328,FCC_L12,24560.165,17.10140657,-14656.028,-0.818118275,0.288,BCC_B2#1,0.20391,FCC_L12#1,0.12034,0.144581826,7.12,1.9248,0.227303674,0.77,0,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0.03,0,0,0,0,0,0,0,0,0
206,[40],Fe77Al3P8C9B3,2.5,1245.3088,1579.9812,1198,FCC_L12,23826.592,16.78593273,-15364.132,-0.830417739,0.26728,BCC_B2#1,0.32588,BCC_B2#1,0.12012,0.148097569,7.1,1.9233,0.226040063,0.77,0,0.03,0,0,0,0,0,0,0,0.08,0.09,0,0.03,0,0,0,0,0,0,0,0,0
207,[40],Fe77Al3P7C9B4,2,1251.2777,1563.5877,1071,FCC_L12,23084.696,16.43074596,-16095.877,-0.838065946,0.24693,FCC_L12#1,0.50437,BCC_B2#1,0.1199,0.151534024,7.08,1.9218,0.224759338,0.77,0,0.04,0,0,0,0,0,0,0,0.07,0.09,0,0.03,0,0,0,0,0,0,0,0,0
208,[40],Fe77Al3P6C9B5,1,1257.3266,1546.4354,947,FCC_L12,22346.31,16.0533645,-16850.412,-0.841753967,0.22692,FCC_L12#1,0.75606,BCC_B2#1,0.11968,0.154896426,7.06,1.9203,0.223461205,0.77,0,0.05,0,0,0,0,0,0,0,0.06,0.09,0,0.03,0,0,0,0,0,0,0,0,0
209,[41],Fe75P10C10B5,0.5,1211.671,1488.489,837,FCC_L12,21252.6,15.93928072,-16959.26,-0.826065187,0.2234,FCC_L12#1,0.89539,BCC_B2#1,0.1176,0.160293063,7.05,1.9485,0.230136373,0.75,0,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
210,[41],Fe60Co15P10C10B5,1,1145.811,1435.959,689,FCC_L12,21950,17.13083606,-18581.16,-1.201367004,0.24962,FCC_L12#1,1.7091,GRAPHITE_A9,0.1176,0.160293063,7.2,1.956,0.226944927,0.6,0.15,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
211,[41],Fe50Co25P10C10B5,1.5,1119.541,1412.199,593.6,BCC_B2,22080.7,17.46121732,-19250.66,-1.303450813,0.29691,BCC_B2#1,2.9861,GRAPHITE_A9,0.1176,0.160293063,7.3,1.961,0.224653066,0.5,0.25,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
212,[41],Fe40Co35P10C10B5,2,1116.011,1399.999,611.6,BCC_B2,26233.8,20.95183501,-19596.36,-1.344257669,0.40857,GRAPHITE_A9,3.3115,GRAPHITE_A9,0.1176,0.160293063,7.4,1.966,0.222225111,0.4,0.35,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
213,[41],Fe30Co45P10C10B5,1,1119.761,1401.109,619.6,BCC_B2,28943.9,23.08827745,-19623.36,-1.330823937,0.66119,GRAPHITE_A9,3.7115,GRAPHITE_A9,0.1176,0.160293063,7.5,1.971,0.21965655,0.3,0.45,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
214,[41],Fe40Co30Ni5P10C10B5,2,1114.671,1399.229,603,FCC_L12,22569.9,17.83908415,-19290.66,-1.48779838,0.52968,GRAPHITE_A9,3.7165,GRAPHITE_A9,0.1176,0.160293063,7.45,1.9675,0.221740276,0.4,0.3,0.05,0,0,0.05,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
215,[41],Fe40Co20Ni15P10C10B5,2.5,1129.571,1395.339,685,FCC_L12,22684.1,17.78268018,-18817.76,-1.583275505,0.72288,GRAPHITE_A9,3.413,GRAPHITE_A9,0.1176,0.160293063,7.55,1.9705,0.220736834,0.4,0.2,0.05,0,0,0.15,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
216,[41],Fe40Co10Ni25P10C10B5,2,1143.541,1417.779,741,FCC_L12,23710.6,18.35606522,-18533.66,-1.553652025,0.93139,GRAPHITE_A9,3.379,GRAPHITE_A9,0.1176,0.160293063,7.65,1.9735,0.219687847,0.4,0.1,0.05,0,0,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
217,[42],Fe78Cr2P9C9B2,1.8,1225.8699,1589.2365,1283,FCC_L12,24358.565,17.17128494,-12815.428,-0.78371099,0.28033,FCC_L12#1,0.22759,FCC_L12#1,0.11993,0.141897672,7.23,1.928,0.224,0.78,0,0.02,0,0,0,0,0,0.02,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
218,[42],Fe75Cr5P9C9B2 ,1.5,1242.8499,1589.4265,1274,FCC_L12,24037.065,16.87044816,-13316.428,-0.877218838,0.25828,FCC_L12#1,0.23024,FCC_L12#1,0.11999,0.142092095,7.17,1.9229,0.228071458,0.75,0,0.02,0,0,0,0,0,0.05,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
219,[42],Fe72Cr8P9C9B2  ,1,1250.9999,1588.2165,1263,FCC_L12,23868.565,16.68556749,-13787.728,-0.950251889,0.24434,FCC_L12#1,0.23374,FCC_L12#1,0.12005,0.142284074,7.11,1.9178,0.231959393,0.72,0,0.02,0,0,0,0,0,0.08,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
220,[42],Fe64Cr16P9C9B2 ,0.5,1302.9399,1576.8965,1225,FCC_L12,22848.265,15.75848623,-14893.028,-1.09050745,0.18099,FCC_L12#1,0.29204,M7C3_D101,0.12021,0.14278419,6.95,1.9042,0.241496087,0.64,0,0.02,0,0,0,0,0,0.16,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
221,[43],Fe43Cr16Mo16C15B10,2.7,1375.67,1696.84,312,BCC_B2,31262.5,20.75307327,-30249.8,-1.464159706,0.6591,MB_B33,12.638,MOB_BG,0.11743,0.199425,6.26,1.9846,0.283402258,0.43,0,0.1,0,0,0,0,0,0.16,0.16,0,0.15,0,0,0,0,0,0,0,0,0,0,0
222,[43],Fe43Cr16Mo16C17.5B7.5,2.2,1367.93,1672.84,438,BCC_B2,29793.3,19.86022944,-29945.3,-1.448622864,0.5187,MOB_BG,8.06,MOB_BG,0.117405,0.199830095,6.285,1.99735,0.296765021,0.43,0,0.075,0,0,0,0,0,0.16,0.16,0,0.175,0,0,0,0,0,0,0,0,0,0,0
223,[43],Fe43Cr16Mo16C15B5P5,2.2,1371.3355,1682.79,549.8,BCC_B2,28475.7,19.03887617,-25645.3385,-1.533474424,0.37574,HCP_A3#1,5.5017,M2B_C16,0.11853,0.18573527,6.36,1.9921,0.286734354,0.43,0,0.05,0,0,0,0,0,0.16,0.16,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0
224,[43],Fe43Cr16Mo16C20B5,1.6,1360.59,1749.88,563,BCC_B2,32123.7,21.07548718,-29588.9,-1.421007395,0.55562,HCP_A3#1,5.3901,MOB_BG,0.11738,0.200234479,6.31,2.0101,0.309025873,0.43,0,0.05,0,0,0,0,0,0.16,0.16,0,0.2,0,0,0,0,0,0,0,0,0,0,0
225,[43],Fe43Cr16Mo16C10B15,1.2,1389.56,1848.47,300,BCC_B2,37949.4,24.22469184,-30685.7,-1.464159706,0.88395,MB_B33,14.128,MOB_BG,0.11748,0.198612659,6.21,1.9591,0.252658247,0.43,0,0.15,0,0,0,0,0,0.16,0.16,0,0.1,0,0,0,0,0,0,0,0,0,0,0
226,[44],Fe62.5Co5Mo7.5P10C10B5,4,1222.131,1426.919,491.6,BCC_B2,19925.2,15.16573934,-20145.56,-1.248112552,0.21303,MOB_BG,5.043,MOB_BG,0.118425,0.164800637,6.95,1.97575,0.232496102,0.625,0.05,0.05,0,0,0,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
227,[44],Fe60Ni7.5Mo7.5P10C10B5,4,1246.821,1418.359,625,FCC_L12,19544.1,14.74109532,-19646.76,-1.305339081,0.27831,MOB_BG,3.5889,MOB_BG,0.118425,0.164800637,7.05,1.97925,0.231034494,0.6,0,0.05,0,0,0.075,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
228,[44],Fe60Co5Ni2.5Mo7.5P10C10B5,3,1229.811,1418.309,526,FCC_L12,19617.6,14.93110776,-20174.36,-1.353077644,0.21361,MOB_BG,4.5429,MOB_BG,0.118425,0.164800637,7,1.97775,0.231575986,0.6,0.05,0.05,0,0,0.025,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
229,[42],Fe80P9C9B2  ,1.8,1216.5799,1588.4065,1288,FCC_L12,24633.365,17.42018058,-12465.328,-0.690185511,0.29321,FCC_L12#1,0.22629,FCC_L12#1,0.11989,0.14176669,7.27,1.9314,0.221178751,0.8,0,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
230,[42],Fe78Cr2P9C9B2,1.8,1206.1499,1582.5065,1276,FCC_L12,24849.565,17.67758219,-12703.428,-0.78371099,0.3003,FCC_L12#1,0.23358,FCC_L12#1,0.11989,0.14176669,7.29,1.9324,0.220830795,0.78,0.02,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
231,[42],Fe75Cr5P9C9B2 ,1.5,1191.8299,1574.0465,1258,FCC_L12,25134.265,18.02585685,-13038.428,-0.877218838,0.30997,FCC_L12#1,0.24501,FCC_L12#1,0.11989,0.14176669,7.32,1.9339,0.220299319,0.75,0.05,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
232,[42],Fe72Cr8P9C9B2 ,1,1178.8699,1566.0965,1242,FCC_L12,25378.965,18.33355373,-13346.828,-0.950251889,0.31866,FCC_L12#1,0.25516,FCC_L12#1,0.11989,0.14176669,7.35,1.9354,0.21975632,0.72,0.08,0.02,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
233,[7],(Fe71.2B24Y4.8)98Nb2,2,1267.67,1669.47,300,BCC_B2,23708.9,16.6496326,-27160.2,-0.813549673,1.0156,M3B4_D7B,13.654,M3B4_D7B,0.11904608,0.212757269,6.5288,1.8460976,0.169336267,0.69776,0,0.2352,0,0.02,0,0.04704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,[7],(Fe71.2B24Y4.8)94Nb6,3,1267.67,1919.79,300,BCC_B2,39509.2,25.96520887,-27296.2,-0.913273569,1.4573,M3B4_D7B,13.997,M3B4_D7B,0.12014624,0.211180007,6.4664,1.8360528,0.172845236,0.66928,0,0.2256,0,0.06,0,0.04512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,[7],(Fe71.2B24Y4.8)92Nb8,1,1285.37,1991.48,300,BCC_B2,40277.7,25.29090147,-27327.9,-0.950473162,1.5056,M3B4_D7B,14.143,M3B4_D7B,0.12069632,0.21025378,6.4352,1.8310304,0.1743564,0.65504,0,0.2208,0,0.08,0,0.04416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,[1],(Fe72Nb4B20Si4)99Y1,2,1397.97,1823.52,300,BCC_B2,32742.3,21.1925067,-27073.9,-0.863762905,0.91453,M3B4_D7B,14.174,M3B4_D7B,0.1183032,0.182787446,6.6828,1.859144,0.117865632,0.7128,0,0.198,0.0396,0.0396,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,[1],(Fe72Nb4B20Si4)95Y5,3,1288.49,1797.57,300,BCC_B2,34720.5,23.32248193,-27639.5,-0.973639791,1.2449,M3B4_D7B,14.368,M3B4_D7B,0.120796,0.202153246,6.534,1.83332,0.170790449,0.684,0,0.19,0.038,0.038,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,[45],(Fe44Cr10Mo12.5Mn11C15B6Y1.5),5,1357.01,1591.29,300,none,26595.2,18.69272099,-26814.9,-1.610588602,0.44644,Y2C3_ALPHA,16.078,Y2C3_ALPHA,0.120145,0.192750608,6.465,1.9349,0.316401628,0.44,0,0.06,0,0,0,0.015,0,0.1,0.125,0,0.15,0,0,0,0,0.11,0,0,0,0,0,0
239,[45],(Fe44Cr10Mo12.5Mn11C15B6Y1.5)98Mn2,3,1358.02,1588.11,300,none,26457.6,18.6372253,-26454,-1.620974897,0.42701,Y2C3_ALPHA,15.995,Y2C3_ALPHA,0.1203821,0.190935956,6.4757,1.927202,0.31782305,0.4312,0,0.0588,0,0,0,0.0147,0,0.098,0.1225,0,0.147,0,0,0,0,0.1278,0,0,0,0,0,0
240,[45],(Fe44Cr10Mo12.5Mn11C15B6Y1.5)96Mn4,3,1357.15,1584.12,321,CBCC_A12,26285.6,18.56182544,-26084.8,-1.628510636,0.41225,Y2C3_ALPHA,14.682,Y2C3_ALPHA,0.1206192,0.18909716,6.4864,1.919504,0.319052463,0.4224,0,0.0576,0,0,0,0.0144,0,0.096,0.12,0,0.144,0,0,0,0,0.1456,0,0,0,0,0,0
241,[45],(Fe44Cr10Mo12.5Mn11C15B6Y1.5)92Mn8,2,1354.34,1573.69,397,CBCC_A12,25884.2,18.38215632,-25320.7,-1.636155638,0.3812,Y2C3_ALPHA,11.201,Y15C19_ALPHA,0.1210934,0.185344746,6.5078,1.904108,0.32094374,0.4048,0,0.0552,0,0,0,0.0138,0,0.092,0.115,0,0.138,0,0,0,0,0.1812,0,0,0,0,0,0
242,[46],Fe68.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0,5,1268.58257,1495.83317,829,FCC_L12,20956.8617,15.11949753,-21055.7251,-1.185821964,0.21942,MB_B33,2.3015,MOB_BG,0.119007,0.154216982,6.856,1.92552,0.21302941,0.687,0,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
