ID,Ref.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
18,[7],(Fe44.3Cr10Mo13.8Mn11.2C15.8B5.9)98.5Y1.5,12,1356.18,1610.9,300,none,27432.4,19.20847538,-27160.7,-1.612316114,0.48334,Y2C3_ALPHA,16.18,Y2C3_ALPHA,0.11996203,0.194329965,6.4524,1.9390806,0.319609851,0.43635,0,0.05812,0,0,0,0.015,0,0.0985,0.12608,0,0.15563,0,0,0,0,0.11032,0,0,0,0,0,0
19,[8],Fe41Co7Cr15Mo14C15B6Y2,16,1347.93,1588.42,300,none,29024.7,19.95635268,-27375.4,-1.64314033,0.45769,Y2C3_ALPHA,16.037,Y2C3_ALPHA,0.12023,0.195307712,6.49,1.9626,0.300035398,0.41,0.07,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
20,[9],Fe48Cr15Mo14C15B6Y2,9,1386.17,1602.35,312,BCC_B2,26706.2,18.3482449,-26533,-1.443742103,0.34393,M2B_C16,15.576,Y2C3_ALPHA,0.12023,0.195307712,6.42,1.9591,0.301267638,0.48,0,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
21,[1],Fe43Co5Cr15Mo14C15B6Y2,9,1361.79,1582.26,300,none,28041.5,19.3701076,-27152.8,-1.604130642,0.40263,Y2C3_ALPHA,16.111,Y2C3_ALPHA,0.12023,0.195307712,6.47,1.9616,0.300392144,0.43,0.05,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
22,[1],Fe56Mn5Cr7Mo12Er2C12B6,8,1339.5612,1502.5054,377.7,BCC_B2,20862.97,15.05874299,-22858.43822,-1.416541525,0.26008,M2B_C16,8.5582,MOB_BG,0.1215,0.180611091,6.69,1.9309,0.283982728,0.56,0,0.06,0,0,0,0,0,0.07,0.12,0,0.12,0,0,0,0.02,0.05,0,0,0,0,0,0
23,[1],Fe58Cr5Mo14Er2C15B6,6,1303.8912,1520.1454,411.7,BCC_B2,22545.57,16.47286487,-25702.13822,-1.272597276,0.42076,MOB_BG,7.9226,MOB_BG,0.11995,0.193472756,6.62,1.9765,0.287396503,0.58,0,0.06,0,0,0,0,0,0.05,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
24,[10],Fe76Si3.3P8.7C7.0B5.0,1,1241.25257,1517.23317,952,FCC_L12,21651.3617,15.76858333,-18550.2251,-0.869518697,0.21914,FCC_L12#1,0.64564,BCC_B2#1,0.118636,0.148386826,7.077,1.92453,0.202469699,0.76,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
25,[10],Fe75Si3.3P8.7C7.0B5.0Al1,2,1251.35257,1521.28317,971,FCC_L12,21650.3617,15.67430435,-19149.7251,-0.92275995,0.21691,FCC_L12#1,0.55748,FCC_L12#1,0.118786,0.149398905,7.027,1.92233,0.204668198,0.75,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0.01,0,0,0,0,0,0,0,0,0
26,[10],Fe75Si3.3P8.7C7.0B5.0Ti1,1.5,1240.21257,2005.17317,930,FCC_L12,42910.0617,27.44405033,-19308.3251,-0.92275995,2.0527,MB2_C32,3.7606,MB2_C32,0.118816,0.149726374,7.037,1.92163,0.205851507,0.75,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0.01,0,0,0,0,0
27,[10],Fe75Si3.3P8.7C7.0B5.0V1,1.5,1229.72257,1517.16317,942,FCC_L12,22665.8617,16.57118249,-18987.7251,-0.92275995,0.23553,BCC_B2#1,1.6023,FCC_L12#1,0.118696,0.148665562,7.047,1.92253,0.204372452,0.75,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0.01,0,0,0,0
28,[10],Fe75Si3.3P8.7C7.0B5.0Cr1,2,1235.51257,1515.31317,942,FCC_L12,21740.3617,15.86134659,-18679.7251,-0.92275995,0.22302,BCC_B2#1,0.66862,BCC_B2#1,0.118656,0.148460919,7.057,1.92283,0.203964436,0.75,0,0.05,0.033,0,0,0,0,0.01,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
29,[10],Fe75.5Si3.3P8.7C7.0B5.0Mn0.5,1,1242.34257,1516.05317,949,FCC_L12,21582.7617,15.71690861,-18601.7251,-0.899621616,0.21744,FCC_L12#1,0.64906,BCC_B2#1,0.118656,0.148470487,7.072,1.92313,0.204080139,0.755,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0.005,0,0,0,0,0,0
30,[10],Fe69Si3.3P8.7C7.0B5.0Co7,3,1211.22257,1504.98317,903,FCC_L12,22628.1617,16.73590988,-19272.9251,-1.103128837,0.24603,FCC_L12#1,0.80073,BCC_B2#1,0.118636,0.148386826,7.147,1.92803,0.201233742,0.69,0.07,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
31,[10],Fe71Si3.3P8.7C7.0B5.0Ni5,3,1233.29257,1516.07317,948,FCC_L12,22468.0617,16.43762011,-18804.2251,-1.053901427,0.23464,FCC_L12#1,0.61886,BCC_B2#1,0.118636,0.148386826,7.177,1.92853,0.201349793,0.71,0,0.05,0.033,0,0.05,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
32,[10],Fe75.7Si3.3P8.7C7.0B5.0Cu0.3,3,1241.33257,1516.29317,954,FCC_L12,21689.4617,15.80349211,-18387.7251,-0.889116886,0.21995,FCC_L12#1,0.64189,BCC_B2#1,0.118633,0.148377843,7.086,1.92474,0.202407837,0.757,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0.003,0,0,0
33,[10],Fe75.5Si3.3P8.7C7.0B5.0Zr0.5,0.5,1240.70257,1900.43317,911,FCC_L12,37815.0617,25.02240766,-19061.7251,-0.899621616,2.6329,FCC_L12#1,5.2905,FCC_L12#1,0.118786,0.149931628,7.057,1.92203,0.206664896,0.755,0,0.05,0.033,0,0,0,0.005,0,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
34,[10],Fe75.5Si3.3P8.7C7.0B5.0Nb0.5,1.5,1241.33257,1691.71317,946,FCC_L12,28989.4617,20.23570892,-18806.5251,-0.899621616,1.8928,FCC_L12#1,4.0566,FCC_L12#1,0.118726,0.149061091,7.062,1.92338,0.203653077,0.755,0,0.05,0.033,0.005,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
35,[10],Fe73Si3.3P8.7C7.0B5.0Mo3,5,1257.42257,1502.62317,853,FCC_L12,21319.3617,15.46448965,-19357.6251,-0.995882275,0.20122,BCC_B2#1,1.9621,MOB_BG,0.118966,0.15027352,7.017,1.93443,0.205648426,0.73,0,0.05,0.033,0,0,0,0,0,0.03,0.087,0.07,0,0,0,0,0,0,0,0,0,0,0
36,[11],Fe75B15Si10,0.25,1465.59,1519.19,623,BCC_B2,17953.9,12.11436906,-27340.5,-0.730588061,0.053213,M2B_C16,2.4329,MB_B27,0.1179,0.156531642,6.85,1.8685,0.074984998,0.75,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,[1],(Fe0.75B0.15Si0.10)99Zr1,0.75,1475.76,2453.69,585,BCC_B2,57084.9,31.72691064,-28058.1,-0.779283715,2.3123,MB2_C32,10.272,MB2_C32,0.118301,0.158840971,6.8215,1.863115,0.091855031,0.7425,0,0.1485,0.099,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,[1],(Fe0.75B0.15Si0.10)99Nb1,0.5,1471.24,1592.15,619,BCC_B2,20794.5,13.93887848,-27535,-0.779283715,0.27092,MB2_C32,5.4855,M3B4_D7B,0.118181,0.157167472,6.8315,1.865815,0.079247939,0.7425,0,0.1485,0.099,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,[1],(Fe0.75B0.15Si0.10)98Nb2,1,1478.4,1701.87,615,BCC_B2,25201.4,16.5346394,-27722.4,-0.814015413,0.46537,MB2_C32,5.8315,M3B4_D7B,0.118462,0.157758213,6.813,1.86313,0.083206389,0.735,0,0.147,0.098,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,[1],(Fe0.75B0.15Si0.10)96Nb4,1.5,1485.47,1816.91,606,BCC_B2,30385.1,19.28057226,-28075.4,-0.869308687,0.70344,M3B4_D7B,6.2448,M3B4_D7B,0.119024,0.158808712,6.776,1.85776,0.090366932,0.72,0,0.144,0.096,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,[1],[(Fe0.9Co0.1)0.75B0.2Si0.05]96Nb4,2,1395.49,1823.01,300,none,32853.2,21.51592467,-28180.1,-1.061942209,0.87765,M3B4_D7B,14.541,M3B4_D7B,0.117872,0.174450844,6.8,1.86808,0.097715473,0.648,0.072,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,[1],[(Fe0.8Co0.2)0.75B0.2Si0.05]96Nb4,2.5,1337.11,1802.8,300,none,33064.9,22.28579588,-29248.9,-1.188172213,0.97178,M3B4_D7B,13.901,M3B4_D7B,0.117872,0.174450844,6.872,1.87168,0.097165722,0.576,0.144,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,[1],[(Fe0.7Co0.3)0.75B0.2Si0.05]96Nb4,3.5,1292.2,1771.33,300,none,32776.4,22.75897277,-30198.2,-1.267704766,1.0106,M3B4_D7B,13.269,M3B4_D7B,0.117872,0.174450844,6.944,1.87528,0.096478607,0.504,0.216,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,[1],[(Fe0.6Co0.4)0.75B0.2Si0.05]96Nb4,4,1260.81,1727.91,300,none,31751.8,22.71385874,-30988.7,-1.312450868,0.98628,M3B4_D7B,12.611,M3B4_D7B,0.117872,0.174450844,7.016,1.87888,0.095651166,0.432,0.288,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,[12],[(Co0.9Fe0.1)0.75B0.2Si0.05]96Nb4,2,1268.42,1373.17,300,none,20174.79,15.52914849,-30935,-1.061942209,0.13693,M2B_C16,7.4227,M3B4_D7B,0.117872,0.174450844,7.376,1.89688,0.089249457,0.072,0.648,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,[12],[(Co0.8Fe0.2)0.75B0.2Si0.05]96Nb4,2.5,1242.96,1379.46,300,none,20157.39,15.83347434,-31652.2,-1.188172213,0.24317,M3B4_D7B,8.8275,M3B4_D7B,0.117872,0.174450844,7.304,1.89328,0.090851756,0.144,0.576,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,[12],[(Co0.7Fe0.3)0.75B0.2Si0.05]96Nb4 ,3.5,1231.81,1504.25,300,none,25135.47,19.49982204,-31960.9,-1.267704766,0.52707,M3B4_D7B,10.034,M3B4_D7B,0.117872,0.174450844,7.232,1.88968,0.092285956,0.216,0.504,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,[12],[(Co0.6Fe0.4)0.75B0.2Si0.05]96Nb4,4,1233.13,1598.31,300,none,28880.74,21.90728519,-31918.2,-1.312450868,0.74063,M3B4_D7B,11.047,M3B4_D7B,0.117872,0.174450844,7.16,1.88608,0.093559786,0.288,0.432,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,[7],[(Fe0.8Co0.1Ni0.1)0.75B0.2Si0.05]96Nb4,2.5,1382.88,1863.5,300,none,34585.8,22.54305051,-28794.4,-1.287985407,0.95426,M3B4_D7B,13.605,M3B4_D7B,0.117872,0.174450844,6.944,1.87384,0.097658867,0.576,0.072,0.192,0.048,0.04,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,[7],[(Fe0.6Co0.1Ni0.3)0.75B0.2Si0.05]96Nb4,3,1356.47,1922.9,300,none,38192.3,24.81784081,-30242.2,-1.47440339,1.0596,M3B4_D7B,11.648,M3B4_D7B,0.117872,0.174450844,7.232,1.88536,0.096519793,0.432,0.072,0.192,0.048,0.04,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,[7],[(Fe0.6Co0.2Ni0.2)0.75B0.2Si0.05]96Nb4,4,1325.41,1866.64,300,none,36251.3,24.17656526,-30351.7,-1.512077256,1.0539,M3B4_D7B,12.22,M3B4_D7B,0.117872,0.174450844,7.16,1.8832,0.096279593,0.432,0.144,0.192,0.048,0.04,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,[7],[(Fe0.6Co0.3Ni0.1)0.75B0.2Si0.05]96Nb4,4,1292.34,1802.11,300,none,33974.7,23.39131905,-30608.3,-1.47440339,1.0345,M3B4_D7B,12.402,M3B4_D7B,0.117872,0.174450844,7.088,1.88104,0.095990199,0.432,0.216,0.192,0.048,0.04,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,[1],(Fe72Nb4B20Si4)98Y2,2,1355.03,1812.58,300,none,33570.9,22.02280356,-27258.9,-0.897641278,1.036,M3B4_D7B,14.251,M3B4_D7B,0.1189264,0.188199655,6.6456,1.852688,0.133553789,0.7056,0,0.196,0.0392,0.0392,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,[1],(Fe72Nb4B20Si4)97Y3,4,1326.07,1806.67,300,none,34131.4,22.61237717,-27414.1,-0.926185128,1.123,M3B4_D7B,14.336,M3B4_D7B,0.1195496,0.193207266,6.6084,1.846232,0.147300924,0.6984,0,0.194,0.0388,0.0388,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,[1],(Fe72Nb4B20Si4)96Y4,3,1304.86,1802.04,300,none,34495.6,23.03024682,-27540.6,-0.951227901,1.1902,M3B4_D7B,14.404,M3B4_D7B,0.1201728,0.197847865,6.5712,1.839776,0.159609366,0.6912,0,0.192,0.0384,0.0384,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,[1],{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}99Cr1,4,1265.86,1712.55,300,none,31133.7,22.29120126,-30815,-1.355327894,0.95633,M3B4_D7B,12.566,M3B4_D7B,0.11799328,0.17369932,7.00584,1.8766912,0.097631695,0.42768,0.28512,0.19008,0.04752,0.0396,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,[1],{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}98Cr2,4,1270.93,1696.83,300,none,30499.9,21.85913135,-30639.5,-1.384240964,0.92597,M3B4_D7B,12.51,M3B4_D7B,0.11811456,0.172941354,6.99568,1.8745024,0.099524712,0.42336,0.28224,0.18816,0.04704,0.0392,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,[1],{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}97Cr3,3.5,1276.01,1691.45,300,none,30257,21.65842256,-30462.1,-1.407819511,0.89527,M3B4_D7B,12.444,M3B4_D7B,0.11823584,0.172176886,6.98552,1.8723136,0.101335124,0.41904,0.27936,0.18624,0.04656,0.0388,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,[1],{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}96Cr4,3,1281.08,1686.27,300,none,30013.6,21.45904678,-30282.9,-1.427896981,0.86431,M3B4_D7B,12.371,M3B4_D7B,0.11835712,0.171405851,6.97536,1.8701248,0.103067281,0.41472,0.27648,0.18432,0.04608,0.0384,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,[9],Fe48Cr15Mo14Dy2C15B6,9,1376.2642,1595.3898,496.22,BCC_B2,24981.642,17.12978606,-25942.94924,-1.443742103,0.32103,M2B_C16,6.3129,MOB_BG,0.12017,0.194161642,6.42,1.9591,0.301267638,0.48,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0
61,[7],Fe52Cr15Mo9Er3C15B6,6,1360.5018,1534.7751,492.03,BCC_B2,22356.462,15.71658571,-25030.8111,-1.399894243,0.22129,M7C3_D101,6.2437,MOB_BG,0.12008,0.196724973,6.47,1.9371,0.305801553,0.52,0,0.06,0,0,0,0,0,0.15,0.09,0,0.15,0,0,0,0.03,0,0,0,0,0,0,0
62,[13],Fe77Mo3P13C7,5.5,1301.7643,1626.4916,1585,FCC_L12,22413.126,14.88833384,-10770.036,-0.757824516,0.26236,FCC_L12#1,0.05054,FCC_L12#1,0.12112,0.12798174,7.27,1.9371,0.211973088,0.77,0,0,0,0,0,0,0,0,0.03,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
63,[13],Fe74Mo6P13C7,6,1336.4343,1605.8916,1542,FCC_L12,20589.126,13.76897841,-11536.296,-0.842999322,0.21726,FCC_L12#1,0.06475,FCC_L12#1,0.12145,0.129757472,7.21,1.947,0.214431807,0.74,0,0,0,0,0,0,0,0,0.06,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
64,[13],Fe71Mo9P13C7,2.5,1383.2543,1583.9516,1496,FCC_L12,18288.326,12.19198426,-12234.666,-0.911260134,0.16248,FCC_L12#1,0.080626,FCC_L12#1,0.12178,0.131433621,7.15,1.9569,0.216410235,0.71,0,0,0,0,0,0,0,0,0.09,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
65,[13],Fe68Mo12P13C7,1,1439.5243,1607.1816,1452,FCC_L12,17344.626,11.36483596,-12868.226,-0.968059022,0.13438,M6C_E93,0.12368,M6C_E93,0.12211,0.133015086,7.09,1.9668,0.217921454,0.68,0,0,0,0,0,0,0,0,0.12,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
66,[14],(Fe0.74Dy0.01B0.2Si0.05)96Nb4 ,1,1478.168016,1832.150496,329.136,BCC_B2,31064.41152,19.74501134,-27031.56472,-0.878866068,0.70847,M3B4_D7B,13.364,M3B4_D7B,0.1183424,0.180283177,6.68,1.858624,0.116495608,0.7104,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0
67,[14],(Fe0.73Dy0.02B0.2Si0.05)96Nb4 ,2,1476.466032,1831.54992,326.5248,BCC_B2,31133.55936,19.79279994,-27042.96772,-0.916411508,0.71279,M3B4_D7B,13.537,M3B4_D7B,0.1188128,0.185757763,6.632,1.852768,0.132077016,0.7008,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,0,0,0
68,[14],(Fe0.72Dy0.03B0.2Si0.05)96Nb4  ,2.5,1474.764048,1830.493344,322.1664,BCC_B2,31196.60352,19.83964828,-27061.6215,-0.948802255,0.71712,M3B4_D7B,13.758,M3B4_D7B,0.1192832,0.190908898,6.584,1.846912,0.145769902,0.6912,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
69,[14],(Fe0.71Dy0.04B0.2Si0.05)96Nb4  ,4,1473.062064,1828.941984,316.0608,BCC_B2,31252.48032,19.88380037,-27087.23843,-0.977797602,0.72145,M3B4_D7B,14.079,M3B4_D7B,0.1197536,0.195765466,6.536,1.841056,0.158065824,0.6816,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,0,0,0,0
70,[14],(Fe0.70Dy0.05B0.2Si0.05)96Nb4  ,3,1471.36008,1826.86176,308.304,BCC_B2,31300.2912,19.92375807,-27119.5288,-1.004232088,0.7258,M3B4_D7B,14.503,M3B4_D7B,0.120224,0.200352091,6.488,1.8352,0.169269489,0.672,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0
71,[14],(Fe0.69Dy0.06B0.2Si0.05)96Nb4  ,3,1469.658096,1824.22416,298.896,BCC_B2,31339.44864,19.9582791,-27158.20374,-1.028596416,0.73016,M3B4_D7B,15.048,M3B4_D7B,0.1206944,0.204689985,6.44,1.829344,0.179585438,0.6624,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0,0
72,[14],(Fe0.68Dy0.07B0.2Si0.05)96Nb4  ,2,1467.956112,1821.08064,287.9328,BCC_B2,31372.81344,19.98817137,-27202.9744,-1.051214118,0.73452,M3B4_D7B,15.726,M3B4_D7B,0.1211648,0.208797586,6.392,1.823488,0.189158965,0.6528,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0.0672,0,0,0,0,0,0,0,0
73,[15],Fe75Mo5P10C8.3B1.7,1.5,1233.351,1575.439,1237,FCC_L12,22676.5,15.98653906,-13328.16,-0.871653808,0.27938,FCC_L12#1,0.27572,FCC_L12#1,0.120667,0.14089824,7.183,1.94583,0.220828692,0.75,0,0.017,0,0,0,0,0,0,0.05,0.1,0.083,0,0,0,0,0,0,0,0,0,0,0
74,[7],Fe71Mo5P12C10B2,3,1223.5332,1517.07,1112,FCC_L12,17866.512,12.89749783,-16224.604,-0.955885327,0.25365,FCC_L12#1,0.37724,FCC_L12#1,0.11909,0.15273373,7.04,1.9659,0.23505359,0.71,0,0.02,0,0,0,0,0,0,0.05,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
75,[16],Fe75Mo5P10C7.5B2.5,2,1233.351,1577.519,1146,FCC_L12,23470.9,16.53319017,-13420.96,-0.882298701,0.28207,FCC_L12#1,0.3774,FCC_L12#1,0.120675,0.140720465,7.175,1.94175,0.21424154,0.75,0,0.025,0,0,0,0,0,0,0.05,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
76,[7],Fe71Nb6B23,1.5,1429.61,1930.59,300,none,25733.2,15.40906792,-25993.6,-0.749998235,0.96039,M3B4_D7B,14.212,M3B4_D7B,0.11758,0.187466524,6.67,1.8645,0.110121524,0.71,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,[17],Fe40Ni40P14B6,2.5,1178.4654,1548.0444,1078,FCC_L12,26131.8392,18.93101173,-14310.176,-1.177093028,0.35616,FCC_L12,0.48074,FCC_L12,0.12108,0.120217035,8.08,1.925,0.119687092,0.4,0,0.06,0,0,0.4,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
78,[18],(Fe0.8Ni0.2)71Mo5P12C10B2,3,1252.7332,1466.34,1111,FCC_L12,20624.812,15.27179533,-16698.904,-1.311171047,0.20038,FCC_L12#1,0.35782,FCC_L12#1,0.11909,0.15273373,7.324,1.97726,0.230091922,0.568,0,0.02,0,0,0.142,0,0,0,0.05,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
79,[19],(Fe0.9Ni0.1)77Mo5P9C7.5B1.5,2.5,1250.1899,1571.2365,1287,FCC_L12,23496.465,16.528907,-12264.128,-1.07533209,0.26198,FCC_L12#1,0.22675,FCC_L12#1,0.121455,0.134372161,7.409,1.94221,0.211073958,0.693,0,0.015,0,0,0.077,0,0,0,0.05,0.09,0.075,0,0,0,0,0,0,0,0,0,0,0
80,[20],(Fe0.5Co0.5)71Nb6B23,0.5,1200.69,1784.9,300,none,37989.3,27.68105805,-30788.8,-1.242132734,1.2254,M3B4_D7B,11.951,M3B4_D7B,0.11758,0.187466524,7.025,1.88225,0.107118801,0.355,0.355,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,[20],(Fe0.5Co0.5)69Nb6B25 ,1.5,1201.19,1893.01,300,none,42328.92,29.79938115,-32265.7,-1.249683728,1.4106,M3B4_D7B,12.866,M3B4_D7B,0.11658,0.194476656,6.915,1.88595,0.109229563,0.345,0.345,0.25,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,[20],(Fe0.5Co0.5)68Nb6B26,2.5,1201.44,1942.95,300,none,44385.12,30.73895901,-32958.4,-1.252634361,1.4996,M3B4_D7B,13.309,M3B4_D7B,0.11608,0.197830641,6.86,1.8878,0.110223228,0.34,0.34,0.26,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,[20],(Fe0.5Co0.5)67Nb6B27,3,1201.69,1990.32,300,none,46356.53,31.59734339,-33620.2,-1.25505322,1.5863,M3B4_D7B,13.743,M3B4_D7B,0.11558,0.201088858,6.805,1.88965,0.111177235,0.335,0.335,0.27,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,[20],(Fe0.5Co0.5)68Nb6B28,2,1201.95,2035.22,300,none,48247.93,32.38164601,-34251,-1.256952364,1.6705,M3B4_D7B,14.167,M3B4_D7B,0.11508,0.2042545,6.75,1.8915,0.112092596,0.33,0.33,0.28,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,[21],Fe76Mo3.5P10C4B4Si2.5,4.5,1304.871,1593.289,1092,FCC_L12,23419.2,15.98673682,-15043.46,-0.905896817,0.22262,FCC_L12#1,0.67206,MOB_BG,0.120895,0.131592932,7.17,1.9165,0.178638602,0.76,0,0.04,0.025,0,0,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
86,[21],Fe71Ni5Mo3.5P10C4B4Si2.5,5.5,1268.421,1586.009,1101,FCC_L12,24595.9,16.92811416,-15344.86,-1.090279547,0.25813,FCC_L12#1,0.68838,MOB_BG,0.120895,0.131592932,7.27,1.9205,0.177549289,0.71,0,0.04,0.025,0,0.05,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
87,[21],Fe66Ni10Mo3.5P10C4B4Si2.5,4,1240.661,1581.569,1106,FCC_L12,25633.3,17.77098538,-15702.06,-1.201823517,0.29033,FCC_L12#1,0.71827,MOB_BG,0.120895,0.131592932,7.37,1.9245,0.176362553,0.66,0,0.04,0.025,0,0.1,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
88,[21],Fe61Ni15Mo3.5P10C4B4Si2.5,2.5,1243.821,1578.709,1110,FCC_L12,25923.5,18.01600335,-16100.96,-1.283413568,0.29257,MOB_BG,0.74857,MOB_BG,0.120895,0.131592932,7.47,1.9285,0.175076412,0.61,0,0.04,0.025,0,0.15,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
89,[21],Fe56Ni20Mo3.5P10C4B4Si2.5,1,1247.891,1576.549,1113,FCC_L12,26184.4,18.21376782,-16527.06,-1.343910754,0.31855,MOB_BG,0.77788,MOB_BG,0.120895,0.131592932,7.57,1.9325,0.173688658,0.56,0,0.04,0.025,0,0.2,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
90,[21],Fe46Ni30Mo3.5P10C4B4Si2.5,0.3,1258.891,1572.789,1119,FCC_L12,26538.5,18.42194066,-17401.06,-1.415719899,0.34234,MOB_BG,0.8163,MOB_BG,0.120895,0.131592932,7.77,1.9405,0.170598212,0.46,0,0.04,0.025,0,0.3,0,0,0,0.035,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
